Age_Group,Gender,City_Tier,Occupation,Platform,Gamer_Identity,Mechanical_Keyboard,Setup_Value,Preferred_Aesthetic,Keycap_Material,Color_Theme,Aesthetic_Importance,Interested_Keycaps,Interested_Cables,Interested_DeskMat,Interested_RGB,Discount_Preference,Expected_Spending,Purchase_Interest
31-40,Male,Tier 2,Working Professional,Mobile,5,No,2L+,Minimal,Metal,RGB,5,0,0,0,1,20-30%,4667.0,Neutral
21-25,Male,Tier 1,Content Creator,PC,1,No,20k-50k,Gaming,ABS,Custom,5,0,1,1,1,Free Accessory,2733.0,Unlikely
26-30,Female,Rural,Freelancer,Mobile,4,No,1L-2L,Professional,PBT,Anime,3,1,1,1,1,Bundle,4472.0,Neutral
26-30,Male,Tier 2,Content Creator,PC,5,No,50k-1L,Anime,PBT,Anime,5,1,1,0,0,Free Accessory,5067.0,Likely
40+,Male,Tier 1,Freelancer,Mobile,4,No,<20k,Gaming,Metal,White,3,1,1,0,1,Bundle,3926.0,Neutral
40+,Male,Tier 2,Working Professional,PC,5,Yes,20k-50k,Anime,Metal,RGB,5,1,0,0,1,Bundle,4926.0,Likely
16-20,Male,Tier 3,Working Professional,Mobile,4,No,1L-2L,Minimal,Not Sure,Dark,4,1,0,0,1,Free Accessory,3894.0,Neutral
31-40,Male,Tier 1,Content Creator,Mobile,5,Yes,50k-1L,Professional,Not Sure,Dark,2,0,1,0,1,10-20%,5192.0,Unlikely
16-20,Male,Tier 1,Working Professional,PC,4,No,1L-2L,RGB,ABS,RGB,2,1,0,1,0,Bundle,2592.0,Unlikely
40+,Male,Tier 1,Student,PC,2,No,20k-50k,Professional,Metal,Anime,3,0,1,0,1,20-30%,3432.0,Unlikely
21-25,Female,Tier 1,Working Professional,PC,4,No,50k-1L,RGB,PBT,Dark,5,1,0,1,1,20-30%,3716.0,Neutral
40+,Male,Tier 3,Student,Console,2,No,50k-1L,Gaming,Not Sure,White,1,1,0,1,0,Bundle,2562.0,Very unlikely
31-40,Female,Tier 2,Working Professional,Console,2,No,50k-1L,RGB,ABS,Anime,4,0,1,0,0,10-20%,2685.0,Unlikely
40+,Female,Tier 1,Content Creator,Mobile,1,No,50k-1L,RGB,ABS,Custom,5,1,0,1,1,Bundle,2377.0,Unlikely
31-40,Female,Tier 1,Content Creator,Console,2,No,1L-2L,Gaming,PBT,RGB,1,0,0,1,0,20-30%,2999.0,Very unlikely
31-40,Male,Tier 1,Student,PC,3,Yes,50k-1L,Professional,Not Sure,Anime,4,0,0,1,1,20-30%,4560.0,Unlikely
31-40,Male,Tier 3,Content Creator,PC,2,No,1L-2L,Gaming,PBT,Custom,4,1,1,1,0,Free Accessory,2937.0,Unlikely
31-40,Female,Tier 1,Working Professional,PC,4,No,50k-1L,Minimal,ABS,White,2,0,0,1,0,10-20%,3608.0,Unlikely
31-40,Male,Rural,Working Professional,PC,2,No,50k-1L,Minimal,Metal,RGB,3,1,0,0,0,Free Accessory,4562.0,Unlikely
21-25,Male,Tier 2,Content Creator,Multiple,4,No,20k-50k,RGB,PBT,Dark,5,1,0,0,0,5-10%,4804.0,Neutral
16-20,Female,Tier 1,Working Professional,Mobile,4,Yes,1L-2L,Gaming,ABS,Dark,4,1,1,0,0,Bundle,3870.0,Neutral
26-30,Female,Tier 3,Freelancer,PC,3,Yes,1L-2L,Gaming,Metal,Custom,5,1,0,1,1,Free Accessory,3681.0,Neutral
16-20,Male,Tier 2,Freelancer,Console,2,No,2L+,Gaming,Metal,Anime,4,1,0,1,1,10-20%,2186.0,Unlikely
31-40,Male,Tier 2,Working Professional,Mobile,2,No,20k-50k,Professional,Not Sure,White,2,1,1,0,0,Bundle,2654.0,Unlikely
21-25,Male,Rural,Content Creator,PC,5,No,1L-2L,Anime,Not Sure,Custom,3,1,0,1,0,Bundle,4718.0,Neutral
40+,Female,Tier 1,Student,PC,5,No,20k-50k,Anime,ABS,White,1,0,0,1,0,Bundle,3262.0,Unlikely
21-25,Female,Tier 1,Content Creator,PC,1,No,20k-50k,Anime,PBT,White,1,1,0,1,1,Bundle,1345.0,Very unlikely
31-40,Male,Tier 2,Student,Console,4,Yes,20k-50k,Professional,Metal,White,2,0,1,1,1,Bundle,3935.0,Unlikely
21-25,Male,Tier 1,Content Creator,Multiple,3,Yes,<20k,Gaming,Not Sure,RGB,4,1,0,1,1,10-20%,3777.0,Neutral
21-25,Female,Tier 1,Working Professional,Mobile,5,Yes,1L-2L,Anime,Not Sure,Custom,2,1,0,0,0,5-10%,3452.0,Neutral
31-40,Male,Tier 1,Freelancer,PC,2,No,20k-50k,Gaming,PBT,RGB,3,0,1,0,1,20-30%,2556.0,Unlikely
21-25,Male,Tier 1,Content Creator,PC,1,Yes,<20k,RGB,Not Sure,Anime,1,0,1,1,0,5-10%,2790.0,Very unlikely
26-30,Prefer not to say,Tier 3,Student,Mobile,3,No,<20k,Anime,ABS,Anime,5,0,0,0,0,20-30%,4037.0,Unlikely
26-30,Male,Tier 1,Freelancer,Mobile,2,No,50k-1L,RGB,PBT,Dark,1,0,0,0,0,Free Accessory,1780.0,Very unlikely
21-25,Male,Tier 2,Student,Mobile,2,Yes,50k-1L,Professional,Metal,Dark,3,1,0,1,0,Bundle,2318.0,Unlikely
40+,Male,Tier 2,Working Professional,Mobile,4,Yes,1L-2L,Minimal,ABS,Dark,4,1,1,0,1,Free Accessory,3892.0,Neutral
31-40,Male,Tier 2,Freelancer,PC,4,Yes,50k-1L,Professional,Metal,Anime,2,0,0,0,1,Free Accessory,3747.0,Unlikely
26-30,Female,Tier 1,Student,Mobile,5,No,1L-2L,Professional,Metal,White,1,1,1,1,0,20-30%,3627.0,Neutral
40+,Male,Tier 3,Content Creator,Mobile,5,No,<20k,Professional,Not Sure,White,1,0,0,0,0,10-20%,4349.0,Unlikely
21-25,Prefer not to say,Tier 1,Working Professional,PC,2,Yes,<20k,Anime,ABS,Custom,5,0,1,1,0,Bundle,2912.0,Unlikely
40+,Male,Tier 3,Working Professional,Mobile,2,No,1L-2L,RGB,ABS,Anime,2,0,1,0,0,Free Accessory,2902.0,Very unlikely
16-20,Male,Tier 3,Working Professional,PC,5,No,50k-1L,Anime,PBT,Dark,5,0,1,0,0,5-10%,5308.0,Neutral
26-30,Male,Tier 2,Content Creator,PC,5,No,50k-1L,Minimal,ABS,Anime,5,0,0,0,0,Bundle,5154.0,Neutral
21-25,Male,Tier 2,Content Creator,PC,2,No,1L-2L,Professional,PBT,White,4,1,1,0,1,10-20%,3501.0,Unlikely
31-40,Male,Tier 2,Freelancer,PC,3,No,2L+,Gaming,ABS,White,1,0,1,1,1,Bundle,4018.0,Very unlikely
21-25,Male,Tier 1,Content Creator,PC,2,No,50k-1L,Minimal,Metal,RGB,2,0,0,1,1,Free Accessory,2868.0,Very unlikely
31-40,Male,Tier 3,Freelancer,PC,3,No,20k-50k,RGB,PBT,RGB,4,1,1,0,0,5-10%,4353.0,Neutral
21-25,Male,Tier 3,Working Professional,Console,3,No,50k-1L,Minimal,ABS,Custom,4,0,1,1,1,Free Accessory,3363.0,Unlikely
40+,Female,Tier 1,Freelancer,Console,2,No,2L+,Anime,PBT,Anime,4,0,0,1,1,10-20%,2976.0,Unlikely
40+,Male,Tier 2,Student,PC,1,No,<20k,Gaming,Not Sure,RGB,3,1,1,0,1,20-30%,2394.0,Unlikely
40+,Female,Tier 3,Working Professional,PC,5,No,<20k,Anime,Not Sure,RGB,3,1,0,0,1,5-10%,4361.0,Neutral
16-20,Male,Rural,Working Professional,Mobile,4,No,<20k,Professional,PBT,Anime,4,1,0,1,1,10-20%,3419.0,Neutral
31-40,Male,Tier 2,Freelancer,PC,2,No,50k-1L,Professional,PBT,White,3,1,0,1,0,10-20%,2024.0,Unlikely
40+,Male,Tier 2,Working Professional,PC,3,Yes,<20k,Minimal,Metal,Custom,2,1,1,1,0,Free Accessory,2527.0,Unlikely
16-20,Male,Tier 1,Content Creator,Mobile,2,Yes,2L+,Professional,ABS,Custom,1,0,0,1,0,Free Accessory,2192.0,Very unlikely
31-40,Male,Rural,Student,Mobile,5,Yes,2L+,Professional,Not Sure,Custom,2,0,1,0,1,Free Accessory,4306.0,Unlikely
21-25,Female,Tier 1,Freelancer,Mobile,3,No,50k-1L,RGB,Not Sure,RGB,1,0,1,1,0,20-30%,3123.0,Very unlikely
16-20,Female,Tier 2,Freelancer,Console,4,No,20k-50k,RGB,ABS,White,3,1,1,1,1,Bundle,3526.0,Neutral
26-30,Male,Tier 1,Working Professional,PC,4,Yes,50k-1L,Anime,Not Sure,Custom,2,1,1,1,0,Bundle,2955.0,Unlikely
16-20,Male,Tier 1,Content Creator,Mobile,4,Yes,<20k,Anime,Not Sure,Anime,5,1,0,0,1,Free Accessory,4039.0,Neutral
16-20,Female,Tier 2,Working Professional,PC,1,Yes,50k-1L,RGB,PBT,Custom,4,1,0,1,1,Free Accessory,3709.0,Unlikely
31-40,Male,Rural,Working Professional,PC,3,Yes,2L+,Minimal,Not Sure,Dark,1,1,1,1,0,20-30%,2901.0,Unlikely
21-25,Female,Tier 1,Freelancer,PC,3,Yes,50k-1L,RGB,Not Sure,White,1,1,1,0,0,Bundle,1776.0,Unlikely
26-30,Female,Tier 2,Working Professional,Mobile,1,No,50k-1L,Anime,Not Sure,Dark,5,0,0,0,1,20-30%,1802.0,Unlikely
40+,Female,Tier 1,Student,PC,3,Yes,20k-50k,Gaming,ABS,White,5,1,0,1,1,10-20%,4103.0,Neutral
40+,Male,Tier 1,Working Professional,Multiple,1,Yes,2L+,Professional,Metal,Anime,4,0,0,0,0,Bundle,2360.0,Very unlikely
16-20,Male,Tier 2,Working Professional,Mobile,2,No,1L-2L,Gaming,PBT,RGB,3,0,1,1,0,Free Accessory,3063.0,Unlikely
31-40,Male,Tier 2,Freelancer,Console,5,No,1L-2L,Gaming,Metal,RGB,2,0,0,1,1,5-10%,3194.0,Unlikely
31-40,Male,Tier 1,Working Professional,Mobile,4,Yes,2L+,Professional,Not Sure,White,2,1,0,0,0,10-20%,3590.0,Unlikely
40+,Female,Tier 1,Content Creator,Mobile,1,Yes,1L-2L,RGB,Not Sure,Custom,2,1,0,0,0,5-10%,1750.0,Very unlikely
26-30,Male,Tier 1,Freelancer,Mobile,1,No,<20k,Minimal,Not Sure,Dark,3,1,1,0,0,20-30%,2537.0,Unlikely
21-25,Male,Tier 1,Working Professional,PC,1,No,1L-2L,Gaming,Metal,Anime,4,1,0,1,0,20-30%,2469.0,Unlikely
26-30,Female,Rural,Student,Mobile,2,Yes,<20k,Minimal,ABS,Custom,2,1,0,0,1,20-30%,3262.0,Unlikely
21-25,Female,Tier 3,Student,Console,1,Yes,2L+,Anime,ABS,RGB,1,0,0,1,1,Free Accessory,1664.0,Very unlikely
40+,Female,Tier 1,Freelancer,Multiple,5,Yes,1L-2L,Gaming,PBT,Custom,1,0,1,0,1,20-30%,3780.0,Unlikely
21-25,Female,Tier 2,Freelancer,Console,5,No,1L-2L,Anime,Metal,Dark,1,1,1,1,0,5-10%,3173.0,Neutral
31-40,Male,Tier 3,Working Professional,Console,4,No,<20k,RGB,ABS,RGB,5,0,0,1,1,10-20%,4461.0,Neutral
16-20,Male,Tier 1,Content Creator,Mobile,2,No,<20k,Gaming,PBT,White,5,0,1,0,1,Free Accessory,3866.0,Unlikely
16-20,Female,Tier 3,Working Professional,Mobile,5,No,50k-1L,Anime,Not Sure,Anime,3,1,1,0,0,10-20%,3600.0,Neutral
40+,Male,Tier 3,Student,Console,3,No,20k-50k,Anime,Not Sure,Anime,2,0,0,1,0,20-30%,2645.0,Very unlikely
31-40,Male,Tier 1,Content Creator,PC,3,No,1L-2L,RGB,PBT,RGB,5,0,1,0,1,Bundle,3492.0,Neutral
26-30,Male,Tier 1,Content Creator,Console,3,No,20k-50k,Minimal,ABS,White,1,1,0,0,1,Free Accessory,2058.0,Unlikely
31-40,Male,Rural,Content Creator,Multiple,1,Yes,20k-50k,Minimal,Metal,Dark,5,0,1,0,0,20-30%,2645.0,Unlikely
16-20,Female,Tier 2,Working Professional,Mobile,1,No,1L-2L,Gaming,PBT,Anime,1,1,1,0,0,Free Accessory,2955.0,Very unlikely
16-20,Male,Tier 1,Student,Mobile,3,No,<20k,RGB,ABS,RGB,2,1,0,0,0,Bundle,3507.0,Unlikely
31-40,Male,Tier 1,Freelancer,PC,4,No,50k-1L,Gaming,PBT,Anime,3,1,0,0,0,5-10%,4189.0,Neutral
31-40,Male,Tier 2,Working Professional,Console,4,No,2L+,Minimal,ABS,White,4,0,0,0,0,5-10%,3450.0,Unlikely
16-20,Male,Tier 2,Freelancer,Mobile,1,No,1L-2L,RGB,Not Sure,Dark,4,0,1,1,1,5-10%,1938.0,Unlikely
26-30,Male,Tier 2,Content Creator,Mobile,3,No,1L-2L,Professional,PBT,White,1,0,1,0,1,Bundle,3051.0,Very unlikely
40+,Male,Rural,Content Creator,PC,4,Yes,2L+,RGB,Metal,Custom,5,1,1,1,1,10-20%,4911.0,Neutral
40+,Female,Tier 1,Working Professional,Mobile,1,No,20k-50k,RGB,PBT,White,5,0,1,0,1,Bundle,4430.0,Unlikely
31-40,Male,Tier 2,Student,Console,3,No,50k-1L,Professional,Not Sure,White,1,0,0,1,0,Bundle,1751.0,Very unlikely
40+,Male,Tier 2,Content Creator,PC,2,No,20k-50k,Anime,Not Sure,Anime,2,1,0,1,0,20-30%,3417.0,Unlikely
16-20,Male,Tier 2,Freelancer,PC,3,Yes,2L+,Anime,ABS,White,1,1,0,0,1,5-10%,1781.0,Unlikely
16-20,Male,Tier 1,Freelancer,PC,3,Yes,2L+,Anime,Not Sure,RGB,2,1,0,0,0,Free Accessory,3599.0,Unlikely
31-40,Male,Rural,Working Professional,Console,5,No,50k-1L,Minimal,ABS,Anime,3,0,0,0,1,10-20%,4637.0,Unlikely
31-40,Female,Tier 3,Freelancer,PC,5,No,2L+,RGB,Not Sure,Anime,3,1,1,0,1,Free Accessory,3598.0,Neutral
31-40,Male,Tier 2,Student,PC,2,No,2L+,Professional,ABS,Custom,1,0,1,1,1,20-30%,3071.0,Very unlikely
26-30,Female,Tier 2,Content Creator,Mobile,2,No,50k-1L,Minimal,Metal,RGB,3,1,0,1,1,20-30%,3170.0,Unlikely
40+,Male,Tier 1,Freelancer,PC,3,No,1L-2L,Professional,ABS,White,5,1,1,0,1,10-20%,3634.0,Neutral
31-40,Male,Tier 2,Freelancer,PC,4,No,20k-50k,Minimal,ABS,Custom,2,1,1,1,1,Free Accessory,3560.0,Unlikely
21-25,Male,Tier 2,Content Creator,Console,2,Yes,1L-2L,Minimal,Metal,RGB,4,1,1,0,0,10-20%,4443.0,Unlikely
21-25,Female,Tier 2,Working Professional,Console,3,Yes,1L-2L,Minimal,ABS,Custom,4,0,0,1,0,10-20%,4608.0,Unlikely
16-20,Male,Rural,Freelancer,Mobile,1,No,20k-50k,Professional,ABS,Dark,3,0,1,0,1,5-10%,1991.0,Very unlikely
40+,Male,Tier 2,Working Professional,PC,5,No,1L-2L,Gaming,Metal,White,2,0,0,1,1,Free Accessory,4143.0,Unlikely
31-40,Male,Tier 1,Working Professional,Mobile,4,No,50k-1L,Minimal,Not Sure,Custom,5,1,1,0,1,5-10%,4119.0,Neutral
21-25,Male,Tier 3,Freelancer,Mobile,3,No,20k-50k,Anime,PBT,Dark,4,0,1,1,0,5-10%,2572.0,Unlikely
40+,Male,Tier 1,Student,PC,1,Yes,<20k,RGB,ABS,White,5,1,0,0,0,5-10%,2623.0,Unlikely
16-20,Male,Tier 1,Working Professional,PC,5,No,1L-2L,Gaming,Not Sure,Custom,5,1,0,0,0,Bundle,5692.0,Likely
26-30,Male,Tier 1,Freelancer,PC,1,No,2L+,Gaming,PBT,Custom,4,0,0,1,1,20-30%,2963.0,Very unlikely
40+,Male,Tier 2,Working Professional,PC,3,No,20k-50k,Professional,Metal,Custom,4,1,0,1,0,20-30%,3748.0,Neutral
40+,Male,Tier 3,Content Creator,Mobile,2,Yes,<20k,Gaming,ABS,Custom,3,1,1,1,1,Bundle,2773.0,Unlikely
26-30,Female,Tier 2,Student,Console,5,No,2L+,Professional,ABS,Anime,2,0,0,1,0,10-20%,3013.0,Unlikely
40+,Female,Tier 3,Student,PC,1,No,<20k,Professional,Metal,Custom,1,0,0,1,1,Free Accessory,2157.0,Very unlikely
16-20,Female,Tier 2,Content Creator,PC,2,No,1L-2L,Anime,ABS,Anime,2,1,1,0,1,Free Accessory,2920.0,Unlikely
16-20,Male,Tier 1,Content Creator,PC,4,No,2L+,Minimal,PBT,Anime,1,0,1,1,1,Free Accessory,2126.0,Unlikely
26-30,Male,Tier 3,Working Professional,Console,3,Yes,1L-2L,Gaming,PBT,Dark,4,1,1,1,0,5-10%,3143.0,Neutral
31-40,Male,Tier 1,Content Creator,PC,3,Yes,2L+,Minimal,Metal,White,5,0,0,1,0,Free Accessory,3871.0,Unlikely
21-25,Male,Tier 1,Student,Console,5,Yes,20k-50k,Minimal,ABS,Anime,2,1,0,1,0,Free Accessory,3950.0,Neutral
31-40,Male,Tier 2,Content Creator,PC,1,No,50k-1L,Minimal,Not Sure,RGB,5,1,1,0,1,Free Accessory,2960.0,Neutral
40+,Male,Tier 1,Freelancer,Mobile,4,No,50k-1L,Professional,ABS,Anime,2,1,1,0,1,20-30%,3739.0,Unlikely
21-25,Male,Tier 1,Freelancer,Mobile,5,No,<20k,Minimal,Metal,RGB,2,0,1,0,0,Bundle,4076.0,Unlikely
26-30,Male,Tier 2,Working Professional,PC,5,Yes,2L+,Gaming,Not Sure,Dark,5,0,0,0,0,10-20%,5472.0,Neutral
26-30,Female,Tier 2,Student,Console,1,No,1L-2L,Professional,PBT,RGB,3,1,1,1,1,Bundle,2055.0,Unlikely
21-25,Male,Tier 2,Freelancer,Multiple,4,No,20k-50k,Gaming,PBT,Dark,4,0,0,0,1,Free Accessory,3973.0,Unlikely
16-20,Male,Rural,Content Creator,PC,1,Yes,20k-50k,Professional,Not Sure,Dark,3,0,0,0,0,10-20%,2907.0,Very unlikely
21-25,Male,Tier 2,Freelancer,Console,3,No,20k-50k,RGB,Not Sure,Dark,3,0,1,1,1,10-20%,3682.0,Unlikely
40+,Male,Tier 3,Freelancer,PC,2,Yes,50k-1L,RGB,Metal,RGB,2,1,0,1,0,Bundle,2042.0,Unlikely
16-20,Male,Tier 1,Working Professional,Mobile,3,Yes,1L-2L,RGB,ABS,RGB,4,0,0,1,0,Bundle,3501.0,Unlikely
26-30,Female,Tier 2,Content Creator,PC,3,Yes,20k-50k,RGB,PBT,Dark,2,0,0,1,1,Bundle,3755.0,Very unlikely
21-25,Female,Tier 3,Content Creator,Multiple,5,No,20k-50k,Professional,ABS,Dark,1,0,0,1,0,Bundle,3710.0,Unlikely
31-40,Male,Tier 2,Content Creator,Mobile,3,No,<20k,Minimal,PBT,White,2,1,0,1,0,5-10%,3358.0,Unlikely
31-40,Female,Tier 2,Working Professional,Mobile,4,Yes,2L+,Anime,ABS,Dark,5,1,0,0,1,20-30%,4809.0,Neutral
40+,Prefer not to say,Tier 1,Content Creator,Mobile,3,No,2L+,Anime,PBT,Custom,2,1,1,0,0,20-30%,2463.0,Unlikely
31-40,Female,Tier 1,Content Creator,Console,4,No,2L+,RGB,ABS,White,1,0,0,1,0,Free Accessory,3623.0,Very unlikely
21-25,Female,Tier 2,Freelancer,PC,1,No,<20k,Minimal,Metal,White,2,1,1,0,1,5-10%,2441.0,Very unlikely
21-25,Male,Tier 1,Freelancer,Mobile,5,Yes,50k-1L,Gaming,PBT,White,1,0,0,1,1,10-20%,3472.0,Unlikely
31-40,Male,Tier 3,Content Creator,Multiple,4,No,<20k,Minimal,Metal,Custom,4,0,1,1,0,Bundle,3194.0,Neutral
21-25,Male,Tier 1,Student,Console,3,No,20k-50k,Gaming,PBT,White,2,1,1,0,0,Free Accessory,2995.0,Unlikely
40+,Male,Rural,Student,Multiple,5,Yes,1L-2L,Anime,PBT,White,1,0,1,0,1,10-20%,3657.0,Unlikely
16-20,Prefer not to say,Rural,Content Creator,Console,5,No,20k-50k,Minimal,PBT,RGB,4,1,0,0,1,20-30%,5003.0,Neutral
40+,Male,Tier 1,Student,Console,4,No,20k-50k,Minimal,ABS,RGB,5,0,0,0,0,10-20%,4408.0,Neutral
40+,Female,Tier 1,Working Professional,Console,4,Yes,1L-2L,Anime,PBT,Dark,3,0,0,0,0,Bundle,2884.0,Unlikely
21-25,Female,Tier 3,Freelancer,PC,2,No,2L+,Minimal,Metal,Dark,1,0,0,1,0,Bundle,2163.0,Very unlikely
16-20,Female,Rural,Working Professional,PC,2,Yes,<20k,Gaming,ABS,Anime,5,0,0,0,0,20-30%,3222.0,Unlikely
21-25,Prefer not to say,Tier 2,Freelancer,PC,5,No,50k-1L,Minimal,ABS,Custom,4,0,0,0,1,Bundle,4186.0,Neutral
26-30,Male,Tier 1,Student,Console,2,Yes,20k-50k,Gaming,PBT,RGB,5,1,1,1,1,5-10%,4178.0,Neutral
21-25,Male,Tier 2,Student,PC,3,Yes,20k-50k,RGB,Not Sure,Dark,2,1,0,0,1,Free Accessory,4092.0,Unlikely
21-25,Male,Tier 2,Content Creator,PC,1,Yes,50k-1L,Minimal,ABS,Custom,3,1,0,0,1,20-30%,2661.0,Unlikely
21-25,Male,Tier 1,Student,Multiple,5,No,<20k,Gaming,PBT,White,1,1,0,0,0,20-30%,3141.0,Unlikely
16-20,Male,Tier 2,Student,PC,1,No,20k-50k,Anime,Metal,Custom,4,0,1,0,1,10-20%,1900.0,Unlikely
21-25,Male,Tier 1,Content Creator,Console,2,Yes,50k-1L,RGB,Not Sure,RGB,3,0,1,0,0,20-30%,3503.0,Unlikely
16-20,Female,Tier 1,Content Creator,PC,4,Yes,20k-50k,Minimal,ABS,Anime,4,1,1,1,0,Free Accessory,4440.0,Neutral
31-40,Male,Tier 1,Freelancer,PC,5,No,2L+,Gaming,Not Sure,RGB,5,1,1,0,1,5-10%,4007.0,Likely
26-30,Male,Tier 1,Student,Mobile,2,No,2L+,Minimal,ABS,Dark,4,0,0,0,1,10-20%,2801.0,Unlikely
16-20,Male,Tier 1,Freelancer,Console,3,No,20k-50k,Gaming,Not Sure,Dark,4,1,0,1,0,Free Accessory,3949.0,Neutral
31-40,Male,Tier 2,Freelancer,Mobile,5,Yes,20k-50k,Minimal,Not Sure,Custom,5,0,1,0,1,20-30%,5341.0,Neutral
16-20,Male,Tier 1,Working Professional,PC,5,No,2L+,RGB,Metal,RGB,5,0,1,1,0,Bundle,4504.0,Neutral
16-20,Female,Tier 1,Student,Console,4,No,20k-50k,RGB,Not Sure,Dark,3,1,0,1,0,Bundle,3413.0,Neutral
26-30,Male,Tier 1,Student,PC,5,No,<20k,Minimal,Metal,White,1,0,1,1,1,Free Accessory,3769.0,Unlikely
40+,Female,Rural,Working Professional,PC,4,No,<20k,Minimal,PBT,White,5,0,1,0,0,5-10%,3217.0,Neutral
40+,Male,Tier 2,Freelancer,PC,2,Yes,1L-2L,Professional,ABS,Anime,3,1,1,0,1,Bundle,2250.0,Unlikely
16-20,Female,Tier 2,Student,PC,3,Yes,<20k,Minimal,Metal,Custom,4,1,1,0,1,Free Accessory,2753.0,Neutral
21-25,Male,Tier 2,Freelancer,PC,3,No,20k-50k,Minimal,ABS,Dark,4,0,0,0,1,10-20%,4060.0,Unlikely
31-40,Male,Rural,Working Professional,PC,5,No,20k-50k,RGB,Metal,Anime,2,1,1,1,0,20-30%,3601.0,Neutral
21-25,Male,Tier 1,Content Creator,Multiple,5,No,50k-1L,Minimal,ABS,White,5,0,0,1,1,5-10%,3860.0,Neutral
21-25,Female,Tier 2,Freelancer,PC,2,No,<20k,Anime,Metal,Anime,3,1,1,1,0,5-10%,2228.0,Unlikely
16-20,Male,Tier 2,Student,PC,4,No,2L+,Minimal,ABS,Anime,3,0,1,0,1,10-20%,3278.0,Unlikely
16-20,Male,Tier 2,Content Creator,PC,3,No,2L+,Professional,PBT,Dark,1,0,0,1,0,5-10%,3689.0,Very unlikely
16-20,Prefer not to say,Tier 1,Freelancer,Console,4,No,1L-2L,Gaming,ABS,Dark,3,0,0,0,0,Free Accessory,3661.0,Unlikely
16-20,Female,Tier 2,Freelancer,PC,2,Yes,50k-1L,RGB,PBT,Dark,5,0,1,1,0,5-10%,2988.0,Unlikely
40+,Male,Tier 1,Content Creator,Mobile,3,Yes,2L+,Anime,PBT,Custom,3,0,1,1,0,5-10%,3405.0,Unlikely
16-20,Female,Tier 2,Content Creator,Multiple,3,No,1L-2L,Gaming,PBT,Anime,2,0,1,1,0,5-10%,3750.0,Unlikely
40+,Male,Tier 2,Content Creator,PC,1,Yes,<20k,Anime,Not Sure,Anime,4,0,0,0,1,Free Accessory,2766.0,Very unlikely
40+,Male,Tier 1,Student,Console,2,Yes,50k-1L,RGB,ABS,Custom,4,0,1,1,0,20-30%,2377.0,Unlikely
16-20,Male,Tier 3,Student,PC,2,Yes,50k-1L,Professional,Not Sure,White,3,0,1,1,1,Bundle,2785.0,Unlikely
26-30,Female,Tier 1,Freelancer,Mobile,1,Yes,20k-50k,RGB,Not Sure,RGB,3,1,0,0,1,5-10%,2515.0,Unlikely
31-40,Female,Tier 3,Freelancer,PC,4,Yes,<20k,Anime,ABS,White,3,0,1,1,1,10-20%,4157.0,Unlikely
21-25,Male,Tier 2,Working Professional,PC,1,No,50k-1L,Anime,PBT,Custom,3,1,1,1,1,10-20%,2939.0,Unlikely
40+,Male,Tier 1,Student,PC,2,No,1L-2L,RGB,Not Sure,Anime,2,1,1,0,0,Free Accessory,2295.0,Unlikely
31-40,Male,Tier 1,Freelancer,Mobile,4,No,2L+,Minimal,Not Sure,Anime,5,1,0,0,1,20-30%,3622.0,Neutral
26-30,Prefer not to say,Rural,Content Creator,PC,3,No,<20k,RGB,Metal,Dark,2,0,1,0,1,5-10%,3183.0,Unlikely
21-25,Prefer not to say,Tier 1,Content Creator,PC,1,No,<20k,Professional,ABS,Dark,2,0,1,0,1,Free Accessory,2397.0,Very unlikely
21-25,Male,Tier 1,Student,Mobile,4,Yes,50k-1L,RGB,Not Sure,Anime,2,1,1,1,1,Bundle,2339.0,Unlikely
40+,Female,Tier 1,Content Creator,Console,4,No,50k-1L,Gaming,ABS,Anime,4,0,1,1,1,20-30%,3304.0,Neutral
16-20,Female,Tier 2,Working Professional,Mobile,4,Yes,50k-1L,Minimal,ABS,Dark,2,0,0,0,1,20-30%,3524.0,Unlikely
26-30,Male,Tier 2,Freelancer,PC,1,No,1L-2L,Gaming,Not Sure,Dark,3,0,1,1,0,Free Accessory,2925.0,Very unlikely
40+,Male,Tier 1,Freelancer,Mobile,3,No,20k-50k,RGB,ABS,White,2,0,1,1,0,10-20%,3392.0,Unlikely
26-30,Male,Tier 1,Freelancer,Mobile,4,No,50k-1L,Minimal,PBT,Anime,3,0,1,0,0,20-30%,3836.0,Unlikely
16-20,Male,Tier 1,Student,PC,1,No,20k-50k,Gaming,Not Sure,Anime,5,0,1,1,1,10-20%,3589.0,Unlikely
16-20,Male,Tier 1,Content Creator,Mobile,2,No,20k-50k,Gaming,Not Sure,Custom,4,1,0,1,1,20-30%,2640.0,Unlikely
40+,Male,Tier 2,Working Professional,PC,1,No,<20k,Minimal,Not Sure,White,5,1,1,1,1,20-30%,2044.0,Neutral
16-20,Female,Tier 2,Student,Multiple,1,Yes,2L+,Minimal,Metal,RGB,5,1,1,0,0,20-30%,2189.0,Neutral
31-40,Male,Tier 1,Freelancer,PC,1,No,2L+,Anime,Metal,RGB,4,1,0,1,1,Bundle,1914.0,Unlikely
21-25,Male,Tier 1,Working Professional,Mobile,4,No,1L-2L,Minimal,Metal,RGB,3,1,1,1,1,10-20%,3636.0,Neutral
